Phone3Name,PhoneNumberBusinessLine,TemporaryMessage,MailingAttentionName,LastVerifiedByPhoneNumber,ExcludeFromWebsite,RecordOwner,OfficialName,PhysicalPostalCode,MadeInactiveOn,CapacityType,Longitude,PreferredProvider,LastVerificationApprovedBy,SeniorWorkerName,AvailableForDirectory,PhysicalStateProvince,SeniorWorkerPhoneNumber,AnnualBudgetTotal,OtherCity,MailingAddress1,MailingAddress2,OtherPostalCode,PhoneFax,PhoneNumberOutOfArea,ParentAgency,MainContactEmailAddress,TaxonomyTerms,Latitude,OtherStateProvince,ConnectsToSiteNum,PhysicalLocationDescription,ParentAgencyNum,DocumentsRequired,YearIncorporated,FEIN,Hours,Match Type,TaxonomyTermsNotDeactivated,TaxonomyTerm,BusServiceAccess,LegalStatus,Categories,Phone4Number,ApplicationProcess,TaxonomyCodes,UpdatedOn,MailingCountry,990 Name,PhysicalCountry,AlternateName,Phone1Number,LastVerifiedByEmailAddress,Phone5Number,Phone3Number,AgencyStatus,InternalNotesForEditorsAndViewers,MainContactName,PhysicalAddress2,PhysicalAddress1,InternalNotes,AgencyDescription,HoursOfOperation,MailingPostalCode,TaxonomyLevelName,ResourceAgencyNum,LastVerifiedByName,Phone2Name,HighlightedResource,AvailableForReferral,DisabilitiesAccess,PublicName,SeniorWorkerTitle,ResourceInfo,Coverage,LastVerifiedByTitle,ServiceNotAlwaysAvailability,ExcludeFromDirectory,OtherCountry,IRSStatus,EmailAddressMain,TemporaryMessageAppears,SeniorWorkerEmailAddress,PhysicalCity,MainContactType,ConnectsToProgramNum,PhoneTollFree,PhoneTTY,AgencyClassification,FeeStructureSource,OtherCounty,Phone4Name,EnteredOn,SearchHints,EIN,Phone2Number,PhoneNumberHotline,CoverageArea,TemporaryMessageExpires,MailingStateProvince,WebsiteAddress,PhysicalCounty,Phone5Description,PublicAccessTransportation,AvailableForResearch,OtherAddress2,OtherAddress1,LastVerifiedOn,MailingCity,MainContactPhoneNumber,ServiceCapacity,MainContactTitle,LanguagesOffered,LicenseAccreditation,Phone1Name,CoverageAreaText,SourceOfFunds,PhoneNumberAfterHours,Eligibility
,,,Mcclendon Center,,No,DCAP,,20005,,,-77.030252,FALSE,Awilda Ortiz,,,DC,,,,1313 New York Av Nw,,,(202) 737-2316,,McClendon Center,,Target Populations - Disabilities and Health Conditions - Mental Illness/Emotional Disabilities - Dual Diagnosis; Mental Health and Substance Abuse Services - Mental Health Evaluation and Treatment - Psychiatric Services - Special Psychiatric Programs - P,38.904309,,,,371959,,,,,,Target Populations - Disabilities and Health Conditions - Mental Illness/Emotional Disabilities - Dual Diagnosis; Mental Health and Substance Abuse Services - Mental Health Evaluation and Treatment - Psychiatric Services - Special Psychiatric Programs - P,Dual Diagnosis; Psychiatric Day Treatment; Psychiatric Case Management; ,Transportation Available: 2                      ,None or unknown,MH Facility-Community Center; MH (Mental Health); MH-Chronic Illnesses;,,"Telephone, Walk-In, By Appointment",YF-5000.2100; RP-6400.8000-620; RP-6400.8000-600,8/19/11 11:03,United States,,United States,New York Avenue Presbyterian Church / McClendon Center,(202) 737-6191,,,,Active,,,,"1313 New York Avenue, NW",,"Provides a medicaid day treatment program for adults with chronic mental illness.  Includes clinical skills building, consumer empowerment, and expressive art therapy.  Programs are available in the morning and afternoon, with the afternoon group focusing","8:30 am - 5:00 pm, Monday - Friday",20005,Program,372670,,,FALSE,,NW                     ,McClendon Center,,,MD - Downtown County; ,,,No,United States,None or unknown,info@mcclendondc.org,,,Washington,,,,,,No fee                                                                                                                        ,,,6/17/99 0:00,372670,,,,District of Columbia,,DC,http://www.mcclendoncenter.org,District Of Columbia,,,,,,8/19/11 0:00,Washington,,,,English,,Main Number,,,,"Over 18 years of age, Mental Health diagnosis"
,,,Mcclendon Ctr,,No,DCAP,,20005,,,-77.030252,FALSE,Awilda Ortiz,    ,,DC,,,,1313 New York Av Nw,,,(202) 737-2316,,McClendon Center,,,38.904309,,,,0,,,,,,,,,None or unknown,,,,,8/19/11 11:02,United States,,United States,New York Avenue Presbyterian Church / McClendon Center,(202) 737-6191,,,,Active,,,,"1313 New York Avenue, NW",,"Provides medicaid day treatment services to adults with chronic mental illness, focusing particularly on individuals with a dual diagnosis.","8:30 am - 5:00 pm, Monday - Friday                                                                                                          ",20005,Agency,371959,,,FALSE,,,McClendon Center,                          ,,,,,No,United States,None or unknown,,,,Washington,,,,,,,,,6/17/99 0:00,371959,,,,,,DC,http://www.mcclendoncenter.org,District Of Columbia,,,,,,8/19/11 0:00,Washington,,,,,,Main Number                             ,,,,
Office Number                           ,,,Mckendree - Simms - Brookland Outreach House,,No,DCAP,,20018,,,-76.975626,FALSE,Zina Anderson,T.C.  Eldridge                     ,,DC,,,,2421 Lawrence St Ne,,,(202) 529-4431,,McKendree-Simms-Brookland UMC - Outreach House,,,38.927564,DC,,,0,,,,,,,,,None or unknown,,,,,5/25/12 14:14,United States,,United States,,(202) 526-3685,,,,Active,,,,"2411 Lawrence Street, NE",Provides food and clothes for those in need.,Provides food and clothes for those in need.,"Wednesdays at noon-food distribution 12:30 am - 1:30 pm, Tuesday - Thursday; 9:00 am - 2:00 pm, Friday                                       ",20018,Agency,372143,Zina Anderson,,FALSE,,,McKendree-Simms-Brookland UMC - Outreach House,Outreach Chairperson               ,,,,,No,United States,None or unknown,,,,Washington,,,,,,,,,9/15/99 0:00,372143,,(202) 529-3075,,,,DC,,District Of Columbia,,,,,,5/13/12 0:00,Washington,,,,,,Outreach House                          ,,,,
,,,Mckendree - Simms - Brookland Outreach House Wednesday Meals,,No,DCAP,,20018,,,-76.975626,FALSE,Awilda Ortiz,Joyce Johnson,,DC,,,,"2421 Lawrence St, NE",,,(202) 529-4431,,McKendree-Simms-Brookland UMC - Outreach House,,Income Support and Employment - Temporary Financial Assistance; Basic Needs - Food - Emergency Food; Target Populations - Topical Identifiers/Issues - Disaster/Emergency Issues; Target Populations - Topical Identifiers/Issues - Hunger/Food Issues; Individ,38.927564,DC,,,372143,,,,,,Income Support and Employment - Temporary Financial Assistance; Basic Needs - Food - Emergency Food; Target Populations - Topical Identifiers/Issues - Disaster/Emergency Issues; Target Populations - Topical Identifiers/Issues - Hunger/Food Issues; Individ,Temporary Financial Assistance; Emergency Food; Disaster/Emergency Issues; Hunger/Food Issues; Volunteer Opportunities; ,Transportation Available: 5                      ,None or unknown,Emergency Assistance - General; Information & Referral; Volunteer Opportunities; Food*;,,"Telephone, Walk-In - Ask for Intake",NT; BD-1800; YZ-1730; YZ-3280; PX,12/8/11 16:20,United States,,United States,,(202) 526-3685,,,,Active,,,,"2411 Lawrence Street, NE",,Provides emergency food and government commodities once a month.  Recipes are given to enable clients to better prepare meals.,"12:30 pm - 1:30 pm, Wednesday",20018,Program,373404,Awilda Ortiz,Church Building,FALSE,,NE                     ,McKendree-Simms-Brookland UMC - Outreach House,Outreach Chairperson,,MD - Brookland County; ,,,No,United States,None or unknown,,,,Washington,,,,,,No fee                                                                                                                        ,,,9/15/99 0:00,373404,,(202) 529-1394,,District of Columbia,,DC,,District Of Columbia,,,,,,12/8/11 0:00,Washington,,,,,,Outreach House,,,,
,,,Medical Care Development International,,No,DCAP,,20910,,,-77.03534,FALSE,Zina Anderson,         ,,MD,,,,"8401 Colesville Rd, ",Suite 425,,(2301) 562-1921,,Medical Care Development International,,,39.001677,DC,,,0,,,,,,,,,None or unknown,,,,,6/26/12 10:22,United States,,United States,MCDI,(301) 562-1920,,,,Active,,,Suite 425,"8401 Colesville Rd, ",,Medical Care Development's mission is to improve the health and well being of people both nationally and internationally,"9:00 am - 5:00 pm, Monday - Friday                                                                                                          ",20910,Agency,371867,vaniqua peyton,,FALSE,,,Medical Care Development International,                      ,,,,,No,United States,None or unknown,mcdi@mcd.org,,,Silver Spring,,,,,,,,,6/8/99 0:00,371867,,,,,,MD,http://www.mcd.org,Montgomery,,,,,,6/15/12 0:00,Silver Spring,,,,,,Main Number                             ,,,,
,,,Medical Care Development International,,No,DCAP,,20910,,,-77.03534,FALSE,Awilda Ortiz,,,MD,,,,8401 Colesville Rd,Suite 425,,(301) 562-1921,,Medical Care Development International,,Health Care; Criminal Justice and Legal Services - Legal Services - Immigration/Naturalization Adjudication Offices - Citizenship and Immigration Services Offices; Individual and Family Life - Volunteer Opportunities,39.001677,DC,,,371867,,,,,,Health Care; Criminal Justice and Legal Services - Legal Services - Immigration/Naturalization Adjudication Offices - Citizenship and Immigration Services Offices; Individual and Family Life - Volunteer Opportunities,Health Care; Citizenship and Immigration Services Offices; Volunteer Opportunities; ,Transportation Available: 2                      ,None or unknown,Volunteer Opportunities; Health Care; Immigrant Services;,,,L; FT-3500.1500; PX,12/8/11 16:25,United States,,United States,MCDI,(301) 562-1920,,,,Active,,,Suite 425,8401 Colesville Rd,,"Provides technical and analytical services (project design, implementation and evaluation) to foreign clients for a variety of fields in the health care sector.  Most funding is through donors.   Focuses on international development.<br /><br />Home visit","9:00 am - 5:00 pm, Monday - Friday",20910,Program,372405,Awilda Ortiz,,FALSE,,NW                     ,Medical Care Development International,,,MD - Adams Morgan / Mount Pleasant County; ,,,No,United States,None or unknown,mcdi@mcd.org,,,Silver Spring,,,,,,,,,6/8/99 0:00,372405,,,,Overseas,,MD,http://www.mcd.org,Montgomery,,,,,,12/8/11 0:00,Silver Spring,,,,"English, French, Spanish and Portuguese",,Intake Number,,,,
,,,Dupont Comprehensive Health Center,,No,DCAP,,20009,,,-77.0357,FALSE,Awilda Ortiz,           ,,DC,,,,1700 17Th St Nw,,,(202) 234-2021,,MedicsUSA,,,38.9174,DC,,,0,,,,,,,,,None or unknown,,,,,10/18/11 13:46,United States,,United States,,(202) 483-4400,kristen@crisislink.org,,,Active,,,Suite A,"1700 17Th Street, NW",Provides primary and urgent health care to those who need it.  Services offered at a reduced rate to those who cannot afford it or have no insurance. ,,"Monday-Friday: 9:00 am - 9:00 pm, Saturday-Sunday: 9:00 am- 4:00 pm",20009,Agency,372025,sf,,FALSE,,,MedicsUSA,                     ,,,,,No,United States,None or unknown,,,,Washington,,,,,,,,,6/22/99 0:00,372025,,,,,,DC,http://www.medicsusa.com/,District Of Columbia,,,,,,10/18/11 0:00,Washington,,,,,,Main Number                             ,,,,
,,,Medlantic Clinical Research Center,,No,DCAP,,20782,,,-76.963687,FALSE,Zina Anderson,Joan Bardsley                      ,,MD,,,,"6525 Belcrest Road,",Suite 700,,(301) 560- 7373,,Medstar,,,38.964515,DC,,,0,,,,,,,,,None or unknown,,,,,5/31/12 11:28,United States,,United States,Medlantic Clinical Research Center,(301) 560- 7300,,,,Active,,,Suite 700,"6525 Belcrest Road,",Research clinic with emphasis on diabetes treatment and education.,"<p class=white>MedStar Health Research Institute provides scientific, administrative and regulatory support for research programs that complement the key clinical services and teaching programs in the MedStar Health system. Research clinic with emphasis o","7:30 am - 5:00 pm, Monday - Friday                                                                                                          ",20782,Agency,371868,Zina Anderson,,FALSE,,,Medstar,Administrative Director            ,,,,,No,United States,None or unknown,,,,Hyattsville,,,,,,,,                                        ,6/8/99 0:00,371868,,,,,,MD,http://www.medstarresearch.org/,Prince Georges,,,,,,5/16/12 0:00,Hyattsville,,,,,,Administrative Number                   ,,,,
,,,Medstar Clinical Research Center - Diabetes P,,No,DCAP,,20003,,,-76.9925,FALSE,Awilda Ortiz,Joan Bardsley,,DC,,,,"650 Pennsylvania Avenue, SE",Suite 50,,(202) 675-6024,,Medstar,,Health Care; Target Populations - Disabilities and Health Conditions - Health Conditions - Diabetes; Health Care - Specialized Treatment - Disease Specific Treatment - Diabetes Management Clinics; Target Populations - Topical Identifiers/Issues - Nutritio,38.882,DC,,,371868,,,,,,Health Care; Target Populations - Disabilities and Health Conditions - Health Conditions - Diabetes; Health Care - Specialized Treatment - Disease Specific Treatment - Diabetes Management Clinics; Target Populations - Topical Identifiers/Issues - Nutritio,Health Care; Diabetes; Diabetes Management Clinics; Nutrition Issues; Nutrition Assessment Services; ,Transportation Available: 6                      ,None or unknown,Diabetes; Health-Nutrition; Health-Specific Illnesses;,,"Telephone, By Appointment; Referral required (Private patients)",L; YF-3000.2440; LT-1750.1750; YZ-5850; LF-4900.6200,12/8/11 16:27,United States,,United States,DPP,(202) 675-2082,,,,Active,,,Suite 50,"650 Pennsylvania Avenue, SE","Nicole Wright, Executive Secretary, (202) 877-7000","Treats patients who are diabetic, including but not limited to education,  nutritional counseling, fitness and medication.","6:00am - 2:00pm, Monday - Friday",20003,Program,372407,Awilda Ortiz,,FALSE,,SE                     ,Medstar Clinical Research Center - Diabetes Prevention Program,Administrative Director,,MD - Capitol Hill County; ,,,No,United States,None or unknown,,,,Washington,,,,,,"Sliding scale: Private Patients: $35.00 up to $250.00 for office visit, not including lab or other additional expenses.       ",,,6/8/99 0:00,372407,,,,District of Columbia,,DC,www.medstarresearch.org,District Of Columbia,,,,,,12/8/11 0:00,Washington,,,,"English, Spanish",,Intake Number,,,,
,,,Visiting Nurse Association Of Washington Dc,,No,DCAP,,20705,,,-76.907729,FALSE,Awilda Ortiz,,,MD,,,,4061 Powder Mill Road,,,(202) 538-8634,,Visiting Nurse Association of Washington DC,,Health Care; Environment and Public Health/Safety - Public Health; Target Populations - Occupations - Health Care Occupations - Community Health Workers; Target Populations - Topical Identifiers/Issues - Health Issues; Income Support and Employment - Publ,39.042979,DC,,,372242,,,,,,Health Care; Environment and Public Health/Safety - Public Health; Target Populations - Occupations - Health Care Occupations - Community Health Workers; Target Populations - Topical Identifiers/Issues - Health Issues; Income Support and Employment - Publ,Health Care; Public Health; Community Health Workers; Health Issues; In Home Supportive Services Applications; In Home Supportive Services Subsidies; In Home Supportive Services Subsidy Recipients; Nursing Assistants; ,Transportation Available: 4                      ,None or unknown,"Nursing; In Home Support; In Home Support-Medicare Appr.; Health Care; Health-Medical Supplies, Equipt; Health-Hospice Care;",,Referral Required (by physician),L; JP; YO-3000.1400; YZ-3050; NL-3000.3300-340; NL-3000.3300; YC-3300; YO-3000.6000-600,12/8/11 16:38,United States,,United States,"VNA, Visiting Nurse Association of Washington DC",(800) 862-2166,,(202) 855-1000,,Active,,,,4061 Powder Mill Road,,"Provides physician prescribed home health services and specialty care for adults and pediatrics.  Individualized care plans provide skilled nursing, nutritional counseling, medical social work, IV therapy, and support for daily living activities.<br /><br","8:00 am - 8:00 pm,  Monday - Friday",20705,Program,373711,Awilda Ortiz,After Hours Number,FALSE,,NE                     ,MedStar Health Visiting Nurse Association,,,MD - Adams Morgan / Mount Pleasant County; ,,,No,United States,None or unknown,info@medstarhealthvna.org,,,Washington,,,,,,"Insurance, Sliding scale (depends on services provided)",,,11/10/00 0:00,373711,,(301) 937-3058,,District of Columbia,,MD,http://www.medstarhealthvna.org,,TTY/TDD Number,,,,,12/8/11 0:00,Washington,,,,,,Main Number,,,,Referred by physician
,,,Mental Health Association Of DcMARY GARDINER JONES                          ,,Yes,DCAP,,20009,,,-77.0357,FALSE,Zina Anderson,Mary Gardiner Jones                ,,DC,,,,1628 16Th St Nw,,,(202) 265-3265,,Mental Health Association of the District of Columbia,,,38.9174,DC,,,0,,,,,,,,,None or unknown,,,,,5/21/12 16:16,United States,,United States,MHADC,(202) 265-6363,,,,Inactive,,,,"1628 16Th Street, NW","Promotes mental health and prevents mental illness through information, referral, education and advocacy.",,"9:00 am - 5:00 pm, Monday - Friday                                                                                                          ",20009,Agency,372198,Zina Anderson,,FALSE,,,Mental Health Association of the District of Columbia,President of the Board             ,,,,,No,United States,None or unknown,,,,Washington,,,,,,,,,3/6/00 0:00,372198,,,,,,DC,,District Of Columbia,,,,,,5/13/13 0:00,Washington,,,,,,All Services                            ,,,,
,,,"Mentors, IncCAROLYN F SWINSON                            ",,No,DCAP,,20005,,,-77.030252,FALSE,Zina Anderson,Shay White        ,,DC,,,,1012 14Th St  Nw,Ste 304,,(202) 783-2315,,"Mentors, Inc.",,,38.904309,DC,,,0,,,,,,,,,None or unknown,,,,,5/31/12 12:25,United States,,United States,,(202) 783-2310,,,,Active,,,Suite 304,"1012 14Th Street, NW","Creates and nurtures one-on-one partnerships between adult volunteers and public high school students to ensure that students graduate with a plan for continued education, a fulfilling career and personal growth.","Mentors, Inc. is a nonprofit organization that provides mentoring support to public and charter high school students in Washington, DC and improves graduation rates and students' outlook for the future.<br /><br />","9:00 am - 6:00 pm, Monday - Friday                                                                                                          ",20005,Agency,372161,Zina Anderson,,FALSE,,,"Mentors, Inc.",Program Coordinator,,,,,No,United States,None or unknown,mentors@mentorsinc.org,,swhite@mentorsinc.org,Washington,,,,,,,,,1/13/00 0:00,372161,,,,,,DC,http://www.mentorsinc.org,District Of Columbia,,,,,,5/13/12 0:00,Washington,,,,,,Main Number                             ,,,,
,,,"Mentors, Inc. Michele Booth Cole",,No,DCAP,,20005,,,-77.030252,FALSE,Awilda Ortiz,Shay White,,DC,,,,"1012 14Th Street, NW",Suite 304,,(202) 783-2315,,"Mentors, Inc.",,Education; Target Populations - Families and Individuals Needing Support - At Risk Populations - At Risk Youth; Target Populations - Age Groups - Youth - Adolescents; Individual and Family Life - Social Development and Enrichment - Youth Development; Indi,38.904309,DC,,,372161,,,,,,Education; Target Populations - Families and Individuals Needing Support - At Risk Populations - At Risk Youth; Target Populations - Age Groups - Youth - Adolescents; Individual and Family Life - Social Development and Enrichment - Youth Development; Indi,Education; At Risk Youth; Adolescents; Youth Development; Adult/Child Mentoring Programs; Mentoring Programs; Youth Violence Prevention; ,Transportation Available: 2                      ,None or unknown,"Mentorship, Companionship; Teen Development; Volunteer Opportunities; Education General; At-Risk Youth; Youth Violence Prevention;",,"Telephone, Walk-In",H; YJ-0500.0500; YB-9500.0500; PS-9800; PH-1400.5000-100; PH-1400.5000; FN-1500.9700,12/8/11 19:29,United States,,United States,,(202) 783-2310,,,,Active,,,Suite 304,"1012 14Th Street, NW",,"Creates and nurtures one-on-one partnerships between adult volunteers and public high school students to stimulate academic achievement, personal growth, and a fulfilling career.  Mentors work with parents and students to ensure that class work is complet","9:00 am - 6:00 pm, Monday - Friday",20005,Program,373492,Awilda Ortiz,,FALSE,,NW                     ,"Mentors, Inc.",Program Coordinator,,MD - Downtown County; ,,,No,United States,None or unknown,mentors@mentorsinc.org,,swhite@mentorsinc.org,Washington,,,,,,"No fee for students, $30 fee to become a mentor                                                                               ",,,1/13/00 0:00,373492,,,,District of Columbia,,DC,http://www.mentorsinc.org,District Of Columbia,,,,,,12/8/11 0:00,Washington,,,,English,,Main Number,,,,None
,,,Methodist Home Of Dc,,No,DCAP,,20008,,,-77.058955,FALSE,Zina Anderson,Sandy Douglass             ,,DC,(202) 966- 7623 ex. 3301,,,4901 Connecticut Av Nw,,,(202) 362-6917,,Methodist Home of the District of Columbia,,,38.934816,-1,,,0,,,,,,,,,None or unknown,,,,,5/31/12 12:22,United States,,United States,,(202) 966-7623,,,,Active,,,,"4901 Connecticut Avenue, NW","Offers a continuum of care-independent and long-term care to seniors, providing a home-like atmosphere, offering stimulation and comfort.","The Methodist Home's mission is to provide a safe and secure environment for persons in need of independent, assisted or nursing care services. We are advocates for the aging in society, thereby expressing our support for the dignity of the aging.",Open 24 hours                                                                                                                               ,20008,Agency,372019,Zina Anderson,,FALSE,,,Methodist Home of the District of Columbia,Adminstrator/CEO       ,,,,,No,United States,None or unknown,kfryer@methodisthomeofdc.org,,sdouglass@methodisthomeofdc.org,Washington,,,,,,,,,,372019,,,,,,DC,http://www.methodisthomeofdc.org/,District Of Columbia,,,,,,5/6/12 0:00,Washington,,,,,,Main Reception Number                   ,,,,
,,,Methodist Home Of The District Of Columbia,,No,DCAP,,20008,,,-77.058955,FALSE,Awilda Ortiz,Sandy Douglass,,DC,(202) 966- 7623 ext 3301,,,"4901 Connecticut Avenue, NW",,,(202) 362-6917,,Methodist Home of the District of Columbia,,Basic Needs - Housing/Shelter - Supportive Housing - Older Adult/Disability Related Supportive Housing - Assisted Living Facilities; Consumer Services - Consumer Assistance and Protection - Consumer Complaints - Adult Residential Facility Complaints; Targ,38.934816,DC,,,372019,,,,,,Basic Needs - Housing/Shelter - Supportive Housing - Older Adult/Disability Related Supportive Housing - Assisted Living Facilities; Consumer Services - Consumer Assistance and Protection - Consumer Complaints - Adult Residential Facility Complaints; Targ,Assisted Living Facilities; Adult Residential Facility Complaints; Supportive Housing Residents; Senior Housing Information and Referral; Nursing Facilities; Volunteer Opportunities; ,Transportation Available: 3                      ,None or unknown,Volunteer Opportunities; Nursing Homes; Assisted Living Facility (ALF);,,"Telephone, By Appointment; Walk-In",BH-8400.6000-060; DD-1500.0080; YM-8300; BH-8500.8000; LL-6000; PX,12/8/11 19:35,United States,,United States,,(202) 966-7623,,,,Active,,,,"4901 Connecticut Avenue, NW",,"Assisted living facility that provides all necessary daily services, including healthcare, all meals, all laundry, housekeeping, transportation to medical appointments, activities, and social services to its clients who are sixty-five years old and over.<",Open 24 hours,20008,Program,372786,Awilda Ortiz,,FALSE,,NW                     ,Methodist Home of the District of Columbia,Administrator/CEO,,MD - Chevy Chase / Cleveland Park County; ,,,No,United States,None or unknown,kfryer@methodisthomeofdc.org,,sdouglass@methodisthomeofdc.org,Washington,,,,,,"Sliding scale, depends on the size of unit and level of services required                                                     ",,,6/22/99 0:00,372786,,,,District of Columbia,,DC,www.methodisthomeofdc.org/,District Of Columbia,,,,,,12/8/11 0:00,Washington,,,,English,,Main Reception Number,,,,DC residents sixty-five years or older; must satisfy health requirements; must be able to afford the Methodist Home
Administrative Number                   ,,,Metro TeenaidsCASSANDRA  MCFERSON                          ,,No,DCAP,,20003,,,-76.9925,FALSE,Zina Anderson,Adam Tenner                   ,,DC,,,,Po Box 15577,,,(202) 543-8249,,Metro TeenAIDS,,,38.882,DC,,,0,,,,,,,,,None or unknown,,,,,6/26/12 10:21,United States,,United States,Washington Area Consortium on HIV Infection in Youth or WACHIVY or MTA,(202) 547-8799,,(202) 543-4491,(202) 543-9355,Active,,,,"651 Pennsylvania Avenue, SE",                                                                          ,Dedicated to preventing HIV infection in youth and improving the quality of life for those already infected with the virus.,"Administration office: 10:00 am - 6:00 pm, Monday - Friday; Program Centers: 3:30 pm - 8:00 pm, Monday - Friday (2pm-8pm in the Summer)                             ",20003,Agency,372184,vaniqua peyton,,FALSE,,,Metro TeenAIDS,Executive Director                 ,,,,,No,United States,None or unknown,tscott@metroteenaids.org,,atenner@metroteenaids.org,Washington,,,,,,,,,2/17/00 0:00,372184,,(202) 547-8716,,,,DC,"http://www.metroteenaids.org/, www.realtalkdc.org",District Of Columbia,TTY/TDD Number                          ,,,,,6/15/12 0:00,Washington,,,,,,DC Programs HQ to Uncensored            ,,,,
,,,Metro Teenaids Trina Scott,,No,DCAP,,20003,,,-76.9925,FALSE,Awilda Ortiz,Adam Tenner,,DC,,,,Po Box 15577,,,(202) 545-3343,,Metro TeenAIDS,,Health Care; Health Care - Specialized Treatment - Disease Specific Treatment - AIDS/HIV Clinics; Target Populations - Disabilities and Health Conditions - Health Conditions - AIDS/HIV; Target Populations - Topical Identifiers/Issues - AIDS/HIV Issues; He,38.882,DC,,,372184,,,,,,Health Care; Health Care - Specialized Treatment - Disease Specific Treatment - AIDS/HIV Clinics; Target Populations - Disabilities and Health Conditions - Health Conditions - AIDS/HIV; Target Populations - Topical Identifiers/Issues - AIDS/HIV Issues; He,Health Care; AIDS/HIV Clinics; AIDS/HIV; AIDS/HIV Issues; AIDS/HIV Prevention Counseling; AIDS/HIV/STD Prevention Kits; Support Groups; ,Transportation Available: 6                      ,None or unknown,"HIV, AIDS General; AIDS; Health-Prevention; Health-Specific Illnesses; HIV, AIDS-Counseling; HIV, AIDS-Education, Information; HIV, AIDS-Prevention; HIV, AIDS-Support Groups;",,"Telephone, Walk-In",L; LT-1750.0500; YF-3000.0270; YZ-0350; LH-2700.0150; LH-5000.0600; PN-8100,12/8/11 19:39,United States,,United States,"Washington Area Consortium on HIV Infection in Youth Uncensored, WACHIVY, MTA",(202) 543-9355,,,,Active,,,,"651 Pennsylvania Avenue, SE",,"Dedicated to HIV prevention in youth.  Provides HIV intervention activities such as workshops, guest speaker presentations, outreach to the community and peer education.  Offers in-house services at the Freestyle Drop-in Center and outreach activities thr","3:00 pm - 8:00 pm, Monday - Friday",20003,Program,373568,Awilda Ortiz,,FALSE,,SE                     ,Metro TeenAIDS - Freestyle Drop-in Center,Executive Director,,MD - Capitol Hill County; ,,,No,United States,None or unknown,tscott@metroteenaids.org,,atenner@metroteenaids.org,Washington,,,,,,No fee                                                                                                                        ,,,2/17/00 0:00,373568,,,,District of Columbia,,DC,"http://www.metroteenaids.org/, www.realtalkdc.org",District Of Columbia,,,,,,12/8/11 0:00,Washington,,,,English,,Main Number,,,,None
,,,Metropolitan Delta Adult Literacy Council,,Yes,DCAP,,20001,,,-77.017972,FALSE,Zina Anderson,Elizabeth Harrison Hicks,,DC,,,,2728 Sherman Avenue Nw,,,(202) 234-1511,,Metropolitan Delta Adult Literacy Council,,Education - Educational Programs - Adult Education - Adult Basic Education; Education - Educational Programs - Literacy Programs,38.908569,DC,,,372140,,,,,,Education - Educational Programs - Adult Education - Adult Basic Education; Education - Educational Programs - Literacy Programs,Adult Basic Education; Literacy Programs; ,Transportation Available: 2                      ,None or unknown,Education-Adult General; Education General; Education-Literacy; Adult Education;,,,HH-0500.0500; HH-4500,6/14/12 8:45,United States,,United States,"MDALC, The Literacy Plus Ministry Delta Adult Literacy Council",(202) 234-2665,,,,Inactive,,,,"2728 Sherman Avenue, NW",,"Enables adults and families within the Greater Washington area to acquire the listening, speaking, reading, writing, mathematics and technology skills they need.<br /><br />Home visits: Shaw/Logan Circle      ","8:30 am - 4:30 pm, Monday - Friday",20001,Program,373397,,,FALSE,,NW                     ,Metropolitan Delta Adult Literacy Council,Executive Director,,MD - Adams Morgan / Mount Pleasant County; ,,,No,United States,None or unknown,mdalc@aol.com,,,Washington,,,,,,,,,9/14/99 0:00,373397,,,,,,DC,http://www.mdalc.org/,District Of Columbia,,,,,,6/15/13 0:00,Washington,,,,,,Main Number,,,,
Alternative Number                      ,,,Metropolitan Delta Adult Literacy Council,,Yes,DCAP,,20009,,,-77.0357,FALSE,Zina Anderson,Elizabeth Harrison Hicks           ,,DC,,,,1225 R St Nw,,,(202) 234-1511,,Metropolitan Delta Adult Literacy Council,,,38.9174,DC,,,0,,,,,,,,,None or unknown,,,,,6/14/12 8:44,United States,,United States,"MDALC, The Literacy Plus Ministry Delta Adult Literacy Council",(202) 234-2665,,,,Inactive,,,,"1225 R Street, NW","Enables adults and families within  the Greater Washington, DC area to acquire the listening, speaking, reading, writing, mathematics and technology skills they need.",,"8:30 am - 4:30 pm, Monday - Friday                                                                                                          ",20009,Agency,372140,,,FALSE,,,Metropolitan Delta Adult Literacy Council,Executive Director                 ,,,,,No,United States,None or unknown,mdalc@aol.com,,,Washington,,,,,,,,,9/14/99 0:00,372140,,(202) 238-5040,,,,DC,http://www.mdalc.org,District Of Columbia,,,,,,6/15/13 0:00,Washington,,,,,,Main Number                             ,,,,
